ID, 1959850749
TEAM_TAG_RADIANT, 
TEAM_TAG_DIRE, 
WINNER, dire
PLAYER, 0, CyReX*, 76561197998568036, npc_dota_hero_bounty_hunter, 2
PLAYER, 1, CptN, 76561198065166447, npc_dota_hero_meepo, 2
PLAYER, 2, N33LZ, 76561198154066073, npc_dota_hero_pudge, 2
PLAYER, 3, Ddy-, 76561198219140516, npc_dota_hero_invoker, 2
PLAYER, 4, S T R O N G, 76561198083801722, npc_dota_hero_shredder, 2
PLAYER, 5, mastouille, 76561197974200131, npc_dota_hero_witch_doctor, 3
PLAYER, 6, ZeN+, 76561198110229368, npc_dota_hero_beastmaster, 3
PLAYER, 7, Takechoux, 76561198071434505, npc_dota_hero_sand_king, 3
PLAYER, 8, sighs2, 76561198095844296, npc_dota_hero_pugna, 3
PLAYER, 9, Pernell Subban, 76561197968683769, npc_dota_hero_juggernaut, 3
