ID, 2330391415
TEAM_TAG_RADIANT, VG
TEAM_TAG_DIRE, Newbee.Y
WINNER, radiant
PLAYER,0,rOtk,76561198051963819,npc_dota_hero_dark_seer,2
PLAYER,1,AAAMY,76561198095649787,npc_dota_hero_beastmaster,2
PLAYER,2,Cty,76561198068642335,npc_dota_hero_invoker,2
PLAYER,3,Sylar,76561198068647788,npc_dota_hero_gyrocopter,2
PLAYER,4,BurNIng,76561198051158462,npc_dota_hero_lion,2
PLAYER,5,Sccc,76561198109752622,npc_dota_hero_dragon_knight,3
PLAYER,6,Mrrr,76561198047127342,npc_dota_hero_winter_wyvern,3
PLAYER,7,FaN,76561198070024672,npc_dota_hero_medusa,3
PLAYER,8,2Lei,76561198077465140,npc_dota_hero_doom_bringer,3
PLAYER,9,Le,76561198095991833,npc_dota_hero_enchantress,3
