0.0,SPAWN,CDOTAPlayer,1228801,325.15625,-564.15625
0.0,SPAWN,CDOTAPlayer,2113538,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,14876675,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,11796484,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,14450693,0.0,-1140.0
0.0,SPAWN,CDOTAPlayer,13615110,-2898.0,-567.0
0.0,SPAWN,CDOTAPlayer,15466503,0.0,-2851.0
0.0,SPAWN,CDOTAPlayer,9617416,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,8388617,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,7143434,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,11599883,0.0,-566.0
0.0,SPAWN,dota_goodguys_tower3_bot,9748719,-3953.0938,-6091.0625
0.0,SPAWN,dota_goodguys_tower3_mid,10109168,-4693.625,-4152.5
0.0,SPAWN,dota_goodguys_tower3_top,6717681,-6616.9688,-3409.0938
0.0,SPAWN,dota_goodguys_tower2_bot,5030130,-106.09375,-6234.0625
0.0,SPAWN,dota_goodguys_tower1_bot,2130163,4887.9375,-6080.5938
0.0,SPAWN,dota_goodguys_tower2_mid,11976948,-3549.625,-2785.5
0.0,SPAWN,dota_goodguys_tower2_top,5914869,-6164.9688,-866.09375
0.0,SPAWN,dota_goodguys_tower1_top,11927798,-6116.9688,1805.9062
0.0,SPAWN,dota_goodguys_tower4_top,278775,-5738.625,-4860.5
0.0,SPAWN,good_rax_melee_mid,9322744,-4736.0,-4575.0312
0.0,SPAWN,good_rax_range_mid,8208633,-5092.0312,-4222.0312
0.0,SPAWN,good_rax_melee_bot,1884410,-4280.0,-6364.0312
0.0,SPAWN,good_rax_range_bot,16253179,-4279.0312,-5857.0312
0.0,SPAWN,good_rax_melee_top,4882684,-6368.0,-3758.0
0.0,SPAWN,good_rax_range_top,9109757,-6876.0,-3759.0312
0.0,SPAWN,bad_rax_melee_bot,13811966,6535.9688,3392.0
0.0,SPAWN,bad_rax_range_bot,6013183,6008.0,3375.9688
0.0,SPAWN,bad_rax_range_mid,8995072,4336.0,4182.9688
0.0,SPAWN,bad_rax_melee_mid,540929,4702.0,3824.0
