0.0,SPAWN,CDOTAPlayer,1884161,325.15625,-564.15625
0.0,SPAWN,CDOTAPlayer,7356418,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,6062083,0.0,-1037.0
0.0,SPAWN,CDOTAPlayer,8962052,-7232.0,-567.0
0.0,SPAWN,CDOTAPlayer,294917,-2303.0,468.0
0.0,SPAWN,CDOTAPlayer,9551878,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,11714567,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,16302088,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,10797065,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,9797642,0.0,-1053.0
0.0,SPAWN,CDOTAPlayer,3293195,0.0,0.0
0.0,SPAWN,dota_goodguys_tower3_bot,6799599,-3953.0938,-6091.0625
0.0,SPAWN,dota_goodguys_tower3_mid,114928,-4693.625,-4152.5
0.0,SPAWN,dota_goodguys_tower3_top,13222129,-6616.9688,-3409.0938
0.0,SPAWN,dota_goodguys_tower2_bot,9257202,-106.09375,-6234.0625
0.0,SPAWN,dota_goodguys_tower1_bot,10797299,4887.9375,-6080.5938
0.0,SPAWN,dota_goodguys_tower2_mid,15433972,-3549.625,-2785.5
0.0,SPAWN,dota_goodguys_tower2_top,9027829,-6164.9688,-866.09375
0.0,SPAWN,dota_goodguys_tower1_top,12304630,-6116.9688,1805.9062
0.0,SPAWN,dota_goodguys_tower4_top,622839,-5738.625,-4860.5
0.0,SPAWN,good_rax_melee_mid,1065208,-4736.0,-4575.0312
0.0,SPAWN,good_rax_range_mid,7782649,-5092.0312,-4222.0312
0.0,SPAWN,good_rax_melee_bot,2719994,-4280.0,-6364.0312
0.0,SPAWN,good_rax_range_bot,5947643,-4279.0312,-5857.0312
0.0,SPAWN,good_rax_melee_top,475388,-6368.0,-3758.0
0.0,SPAWN,good_rax_range_top,10273021,-6876.0,-3759.0312
0.0,SPAWN,bad_rax_melee_bot,15859966,6535.9688,3392.0
0.0,SPAWN,bad_rax_range_bot,13353215,6008.0,3375.9688
0.0,SPAWN,bad_rax_range_mid,16384256,4336.0,4182.9688
0.0,SPAWN,bad_rax_melee_mid,7192833,4702.0,3824.0
0.0,SPAWN,bad_rax_melee_top,16220418,3898.0,5511.9688
0.0,SPAWN,bad_rax_range_top,15122691,3894.0,6040.9688
0.0,SPAWN,dota_badguys_fort,15925508,5527.9688,4999.9688
0.0,SPAWN,dota_goodguys_fort,15991048,-5932.0,-5348.0
0.0,SPAWN,good_filler_6,4768012,-4655.0312,-4974.0312
0.0,SPAWN,good_filler_5,2801933,-4016.0,-5167.0312
0.0,SPAWN,good_filler_2,14582030,-4688.0,-5856.0312
0.0,SPAWN,2699_25362_good_filler_1,2687247,-4688.0312,-6384.0312
0.0,SPAWN,good_filler_3,11911440,-5356.0,-6152.0312
0.0,SPAWN,good_filler_4,6209809,-5232.0,-5521.0312
0.0,SPAWN,good_filler_14,6586642,-6377.0,-4183.0312
0.0,SPAWN,good_filler_10,14188819,-5376.0,-3328.0312
0.0,SPAWN,good_filler_9,2441492,-5296.0,-3823.0312
0.0,SPAWN,good_filler_8,10207509,-5200.0,-4687.0312
0.0,SPAWN,good_filler_13,2048278,-6495.0,-5037.0312
0.0,SPAWN,good_filler_15,10895639,-6872.0,-4183.0312
0.0,SPAWN,good_filler_11,6668568,-5775.0,-3920.0312
0.0,SPAWN,bad_filler_5,557337,3840.0,4863.9688
0.0,SPAWN,2699_25374_bad_filler_1,14975258,4297.9688,6015.9688
0.0,SPAWN,bad_filler_4,14450971,4823.9688,5223.9688
0.0,SPAWN,bad_filler_3,3047708,5283.9688,5686.9688
0.0,SPAWN,bad_filler_13,4768029,6237.0,4799.9688
0.0,SPAWN,bad_filler_12,4571422,5732.0,4287.9688
