0.0,SPAWN,CDOTAPlayer,14843905,325.15625,-564.15625
0.0,SPAWN,CDOTAPlayer,2080770,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,6324227,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,10911748,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,3981317,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,11616262,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,6881287,0.0,334.0
0.0,SPAWN,CDOTAPlayer,2261000,0.0,-1033.0
0.0,SPAWN,CDOTAPlayer,2654217,0.0,-4559.0
0.0,SPAWN,CDOTAPlayer,4931594,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,5734411,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,10338316,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,1835021,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,1048590,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,14516239,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,11583504,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,7323665,0.0,-49.0
0.0,SPAWN,CDOTAPlayer,15351826,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,9371667,0.0,-117.0
0.0,SPAWN,CDOTAPlayer,11517972,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,10616853,7168.0,-566.0
0.0,SPAWN,CDOTAPlayer,4276246,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,12419095,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,14286872,0.0,-566.0
0.0,SPAWN,good_filler_3,9863266,-5356.0,-6152.0
0.0,SPAWN,good_filler_4,12075107,-5232.0,-5521.0
0.0,SPAWN,good_filler_14,704612,-6377.0,-4183.0
0.0,SPAWN,good_filler_10,6209637,-5376.0,-3328.0
0.0,SPAWN,good_filler_9,6832230,-5296.0,-3823.0312
0.0,SPAWN,good_filler_8,442471,-5200.0,-4687.0
0.0,SPAWN,good_filler_13,1769576,-6495.0,-5037.0
0.0,SPAWN,good_filler_15,10453097,-6872.0,-4183.0
0.0,SPAWN,good_filler_11,4866154,-5775.0,-3920.0
