ID, 2451563308
TEAM_TAG_RADIANT, 
TEAM_TAG_DIRE, 
WINNER, radiant
PLAYER,0,Baking Soda,76561198012943979,npc_dota_hero_phoenix,2
PLAYER,1,cobrA~,76561198126159833,npc_dota_hero_terrorblade,2
PLAYER,2,illusion,76561198012629464,npc_dota_hero_riki,2
PLAYER,3,p@rty m@ker!!!1,76561198006271511,npc_dota_hero_faceless_void,2
PLAYER,4,Lightness of Being,76561198290540340,npc_dota_hero_tinker,2
PLAYER,5,DtB,76561198111765278,npc_dota_hero_lion,3
PLAYER,6,Prince,76561198135093538,npc_dota_hero_ember_spirit,3
PLAYER,7,Antonio Vivaldi,76561198050736654,npc_dota_hero_pudge,3
PLAYER,8,Slichy,76561197960575173,npc_dota_hero_zuus,3
PLAYER,9,Docta,76561198181729059,npc_dota_hero_beastmaster,3
