0.0,SPAWN,CDOTAPlayer,12107777,325.15625,-564.15625
0.0,SPAWN,CDOTAPlayer,11763714,871.0,-279.0
0.0,SPAWN,CDOTAPlayer,11321347,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,1523716,-718.0,-567.0
0.0,SPAWN,CDOTAPlayer,10551301,-964.0,-567.0
0.0,SPAWN,CDOTAPlayer,5914630,-2134.0,-7488.0
0.0,SPAWN,CDOTAPlayer,5947399,-477.0,-1610.0
0.0,SPAWN,CDOTAPlayer,9797640,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,311305,0.0,-566.0
0.0,SPAWN,CDOTAPlayer,16220170,0.0,320.0
0.0,SPAWN,CDOTAPlayer,12288011,-354.0,-31.0
0.0,SPAWN,dota_goodguys_tower3_bot,5128431,-3953.0938,-6091.0625
0.0,SPAWN,dota_goodguys_tower3_mid,7504112,-4693.625,-4152.5
0.0,SPAWN,dota_goodguys_tower3_top,426225,-6644.9688,-3409.0938
0.0,SPAWN,dota_goodguys_tower2_bot,11895026,-106.09375,-6234.0625
0.0,SPAWN,dota_goodguys_tower1_bot,16449779,4887.9375,-6080.5938
0.0,SPAWN,dota_goodguys_tower2_mid,11763956,-3549.625,-2785.5
0.0,SPAWN,dota_goodguys_tower2_top,1605877,-6164.9688,-866.09375
0.0,SPAWN,dota_goodguys_tower1_top,16040182,-6116.9688,1805.9062
0.0,SPAWN,dota_goodguys_tower4_top,16056567,-5738.625,-4860.5
0.0,SPAWN,good_rax_melee_mid,5587192,-4736.0,-4575.0312
0.0,SPAWN,good_rax_range_mid,6586617,-5092.0312,-4222.0312
0.0,SPAWN,good_rax_melee_bot,10158330,-4280.0,-6364.0312
0.0,SPAWN,good_rax_range_bot,10256635,-4279.0312,-5857.0312
0.0,SPAWN,good_rax_melee_top,14647548,-6368.0,-3758.0
0.0,SPAWN,good_rax_range_top,15155453,-6876.0,-3759.0312
0.0,SPAWN,bad_rax_melee_bot,3211518,6535.9688,3392.0
0.0,SPAWN,bad_rax_range_bot,5964031,6008.0,3375.9688
0.0,SPAWN,bad_rax_range_mid,13140224,4336.0,4182.9688
0.0,SPAWN,bad_rax_melee_mid,639233,4702.0,3824.0
0.0,SPAWN,bad_rax_melee_top,15876354,3898.0,5511.9688
0.0,SPAWN,bad_rax_range_top,4882691,3894.0,6040.9688
0.0,SPAWN,dota_badguys_fort,6291716,5527.9688,4999.9688
0.0,SPAWN,dota_goodguys_fort,10158344,-5932.0,-5348.0
0.0,SPAWN,good_filler_6,15286540,-4655.0312,-4974.0312
0.0,SPAWN,good_filler_5,3965197,-4016.0,-5167.0312
0.0,SPAWN,good_filler_2,8765710,-4688.0,-5856.0312
0.0,SPAWN,2699_25362_good_filler_1,3064079,-4688.0312,-6384.0312
0.0,SPAWN,good_filler_3,11403536,-5356.0,-6152.0312
0.0,SPAWN,good_filler_4,7405841,-5232.0,-5521.0312
0.0,SPAWN,good_filler_14,3539218,-6377.0,-4183.0312
0.0,SPAWN,good_filler_10,15352083,-5376.0,-3328.0312
0.0,SPAWN,good_filler_9,7209236,-5296.0,-3823.0312
0.0,SPAWN,good_filler_8,5128469,-5200.0,-4687.0312
0.0,SPAWN,good_filler_13,3784982,-6495.0,-5037.0312
0.0,SPAWN,good_filler_15,8159511,-6872.0,-4183.0312
0.0,SPAWN,good_filler_11,10928408,-5775.0,-3920.0312
0.0,SPAWN,bad_filler_5,13533465,3840.0,4863.9688
0.0,SPAWN,2699_25374_bad_filler_1,4309274,4297.9688,6015.9688
0.0,SPAWN,bad_filler_4,6914331,4823.9688,5223.9688
0.0,SPAWN,bad_filler_3,10027292,5283.9688,5686.9688
0.0,SPAWN,bad_filler_13,12353821,6237.0,4799.9688
0.0,SPAWN,bad_filler_12,13418782,5732.0,4287.9688
0.0,SPAWN,bad_filler_15,1605919,6519.9688,3787.9688
0.0,SPAWN,bad_filler_2,4423968,4299.9688,5552.9688
0.0,SPAWN,bad_filler_8,5456161,4945.9688,4103.9688
0.0,SPAWN,bad_filler_7,15876386,4619.9688,4431.9688
0.0,SPAWN,bad_filler_14,3817763,6033.0,3783.9688
0.0,SPAWN,bad_filler_11,8061220,5375.9688,3335.9688
0.0,SPAWN,bad_filler_9,5701925,4607.9688,3207.9688
0.0,SPAWN,bad_filler_10,13828390,4937.9688,2782.9688
0.0,SPAWN,bad_filler_6,8126759,3735.9688,4094.9688
0.0,SPAWN,dota_badguys_tower4_top,5603624,4962.0,4783.9688
0.0,SPAWN,dota_badguys_tower2_top,16204073,0.0,6015.9688
0.0,SPAWN,dota_badguys_tower1_top,7110954,-4736.0,6015.9688
0.0,SPAWN,dota_badguys_tower2_mid,9322795,2496.0,2111.9688
0.0,SPAWN,dota_badguys_tower1_mid,10748204,1023.96875,319.96875
0.0,SPAWN,dota_badguys_tower1_bot,5898541,6208.0,-1664.0312
0.0,SPAWN,dota_badguys_tower2_bot,13009198,6272.0,383.96875
0.0,SPAWN,dota_badguys_tower3_bot,4276527,6276.0,3031.9688
0.0,SPAWN,dota_badguys_tower3_top,10338608,3552.0,5775.9688
0.0,SPAWN,dota_badguys_tower3_mid,13074737,4272.0,3758.9688
0.0,SPAWN,dota_badguys_tower4_bot,8208690,5280.0,4431.9688
0.0,SPAWN,dota_goodguys_tower4_bot,9732403,-5389.625,-5216.5
0.0,SPAWN,good_filler_12,2457908,-6066.0,-4750.0312
0.0,SPAWN,dota_goodguys_tower1_mid,9290037,-1657.625,-1512.5
0.0,SPAWN,good_filler_7,164150,-4079.0,-4462.0312
0.0,SPAWN,ent_dota_fountain_bad,15302967,7472.0,6912.0
0.0,SPAWN,ent_dota_shop,4686136,-7542.5,-6236.1875
0.0,SPAWN,ent_dota_halloffame,2425145,-7724.0,-5951.0
0.0,SPAWN,ent_dota_halloffame,14663994,6760.0,7048.0
0.0,SPAWN,ent_dota_shop,12403003,6684.4375,6813.1562
0.0,SPAWN,ent_dota_fountain_good,4047226,-7456.0,-6938.0
0.0,SPAWN,ent_dota_shop,12288448,-4569.2188,1482.2812
0.0,SPAWN,ent_dota_shop,7930306,2885.0312,471.84375
0.0,SPAWN,ent_dota_shop,2785733,7596.7188,-4086.875
0.0,SPAWN,ent_dota_shop,13615561,-7708.875,4409.5938
107.36537170410156,SPAWN,Announcer,7143898,0.0,0.0
107.36537170410156,SPAWN,Announcer,2392539,0.0,0.0
107.36537170410156,SPAWN,Announcer,11993564,0.0,0.0
107.36537170410156,SPAWN,Announcer,9880029,0.0,0.0
107.36537170410156,SPAWN,Announcer,4227550,0.0,0.0
107.36537170410156,SPAWN,Announcer,3768799,0.0,0.0
338.2056579589844,SPAWN,npc_dota_hero_juggernaut,4063890,6992.0,6511.9688
338.2056579589844,HERO_VISIBILITY,npc_dota_hero_juggernaut,4063890,26,6992.0,6511.9688
345.3372497558594,SPAWN,npc_dota_effigy_statue,1163584,-5232.0,-5521.0312
