ID, 2364597318
TEAM_TAG_RADIANT, 
TEAM_TAG_DIRE, 
WINNER, dire
PLAYER,0,Stingg(sup/hard),76561198027466304,npc_dota_hero_spirit_breaker,2
PLAYER,1,руфл,76561198015864421,npc_dota_hero_oracle,2
PLAYER,2,Fleim,76561197983810875,npc_dota_hero_lion,2
PLAYER,3,Grasz,76561197981378290,npc_dota_hero_queenofpain,2
PLAYER,4,twitch.tv/ra1nmandoto,76561198088324668,npc_dota_hero_slark,2
PLAYER,5,spasibo,76561198049304158,npc_dota_hero_shredder,3
PLAYER,6,Mental,76561198085118227,npc_dota_hero_ogre_magi,3
PLAYER,7,Every Second Matters,76561198003541947,npc_dota_hero_juggernaut,3
PLAYER,8,Cookie Monster,76561197983356132,npc_dota_hero_beastmaster,3
PLAYER,9,NoX,76561198129624977,npc_dota_hero_tinker,3
