ID, 0
TEAM_TAG_RADIANT, 
TEAM_TAG_DIRE, 
WINNER, radiant
PLAYER,0,miniegg,76561198258595752,npc_dota_hero_lion,2
PLAYER,1,Wolf1no,76561198041428417,npc_dota_hero_riki,2
PLAYER,2,kai,76561198141503319,npc_dota_hero_clinkz,2
PLAYER,3,Baruch Spinoza,76561198249180758,npc_dota_hero_faceless_void,2
PLAYER,4,Doudou,76561198239820704,npc_dota_hero_shredder,2
PLAYER,5,M999УС,76561198096411061,npc_dota_hero_phantom_assassin,3
PLAYER,6,bantaev_095,76561198202008474,npc_dota_hero_tiny,3
PLAYER,7,RIKI,76561198305244865,npc_dota_hero_sniper,3
PLAYER,8,orhan1337,76561198279095317,npc_dota_hero_sven,3
PLAYER,9,viktor.poddybnii,76561198294033682,npc_dota_hero_lycan,3
