ID, 1929700825
TEAM_TAG_RADIANT, 
TEAM_TAG_DIRE, 
WINNER, dire
PLAYER, 0, actionjackson, 76561198087345486, npc_dota_hero_skeleton_king, 2
PLAYER, 1, Wampa36, 76561198093237043, npc_dota_hero_witch_doctor, 2
PLAYER, 2, TACOBUS, 76561198057365010, npc_dota_hero_ember_spirit, 2
PLAYER, 3, M505XL, 76561198030204751, npc_dota_hero_phoenix, 2
PLAYER, 4, MoMoX, 76561198109438678, npc_dota_hero_keeper_of_the_light, 2
PLAYER, 5, Z p o o k, 76561198076221399, npc_dota_hero_invoker, 3
PLAYER, 6, mikey, 76561198122484016, npc_dota_hero_slark, 3
PLAYER, 7, Kranium, 76561198006399724, npc_dota_hero_faceless_void, 3
PLAYER, 8, FINAL FANTASY VIII, 76561198110461336, npc_dota_hero_tiny, 3
PLAYER, 9, el que ya no juega como antes, 76561198111626025, npc_dota_hero_necrolyte, 3
