ID, 1961843274
TEAM_TAG_RADIANT, 
TEAM_TAG_DIRE, 
WINNER, dire
PLAYER, 0, NAV ___AVÔ DO DENDI>>>>, 76561198130676556, npc_dota_hero_life_stealer, 2
PLAYER, 1, Thon, 76561198066700691, npc_dota_hero_dark_seer, 2
PLAYER, 2, Juh, 76561198075259110, npc_dota_hero_spirit_breaker, 2
PLAYER, 3, DEADPOOL, 76561198071024760, npc_dota_hero_tusk, 2
PLAYER, 4, C. Barba Ruiva, 76561198107150506, npc_dota_hero_tinker, 2
PLAYER, 5, [CMC]YellulzQuiet_tonyMId, 76561198107081878, npc_dota_hero_undying, 3
PLAYER, 6, John Cena, 76561198038207846, npc_dota_hero_tiny, 3
PLAYER, 7, Corbelari, 76561198060978167, npc_dota_hero_razor, 3
PLAYER, 8, -I_A_N-, 76561198074458910, npc_dota_hero_alchemist, 3
PLAYER, 9, [MpFive]-S4mUeL-™, 76561198118324667, npc_dota_hero_mirana, 3
