ID, 2493682345
TEAM_TAG_RADIANT, 
TEAM_TAG_DIRE, 
WINNER, radiant
PLAYER,0,[A] YOLO boyz,76561198261060695,npc_dota_hero_omniknight,2
PLAYER,1,[A]Medivh,76561198095212484,npc_dota_hero_antimage,2
PLAYER,2,hemingway,76561198085556822,npc_dota_hero_windrunner,2
PLAYER,3,Cahil,76561198088775415,npc_dota_hero_slark,2
PLAYER,4,Amazing Horse,76561198154646255,npc_dota_hero_bounty_hunter,2
PLAYER,5,bykva_B,76561198062484555,npc_dota_hero_storm_spirit,3
PLAYER,6,YA HOKAGE,76561198065833138,npc_dota_hero_furion,3
PLAYER,7,Skvjlyachne,76561198019175102,npc_dota_hero_witch_doctor,3
PLAYER,8,Morgot,76561198043518241,npc_dota_hero_pudge,3
PLAYER,9,Popeye The Sailor,76561197989283347,npc_dota_hero_axe,3
